frame_index,timestamp_s,camera_center_x_px,path_center_x_px,lateral_error,heading_error,angular_z_rad_s,linear_x_m_s,confidence,instruction,left_boundary_detected,right_boundary_detected,control_source,reference_filename,reference_match_index,reference_latitude,reference_longitude,reference_heading_deg,reference_vpr_score,reference_alignment_error,route_turn_error,reference_confidence
678,11.311,640.00,596.89,-0.012912,-0.054451,0.005637,0.250000,0.970838,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,28.0372,-0.038148,0.000000,0.790650
684,11.411,640.00,607.46,0.058372,-0.109217,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,28.0372,-0.003854,0.000000,0.790650
690,11.511,640.00,621.50,0.088187,-0.117095,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,28.0372,0.015750,0.000000,0.790650
696,11.612,640.00,608.53,0.028578,-0.077756,0.000000,0.250000,0.980213,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,28.0372,-0.015188,0.000000,0.790650
702,11.712,640.00,604.24,-0.013460,-0.042412,0.000000,0.250000,0.971512,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,28.0372,-0.034345,0.000000,0.790650
708,11.812,640.00,601.23,-0.049642,-0.010932,0.010678,0.239671,0.994065,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,28.0372,-0.050464,0.000000,0.790650
714,11.912,640.00,596.70,-0.069510,0.001856,0.020681,0.237432,0.981579,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,28.0372,-0.060889,0.000000,0.790650
720,12.012,640.00,593.63,-0.084188,0.011739,0.030250,0.235143,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.068439,0.000000,0.838701
726,12.112,640.00,592.75,-0.098009,0.024174,0.038536,0.233793,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.074452,0.000000,0.838701
732,12.212,640.00,591.30,-0.104571,0.028483,0.045294,0.233027,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.077865,0.000000,0.838701
738,12.312,640.00,590.61,-0.108445,0.031278,0.050607,0.232594,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.079793,0.000000,0.838701
744,12.412,640.00,584.64,-0.107357,0.020852,0.055090,0.231958,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.082627,0.000000,0.838701
750,12.513,640.00,593.79,-0.115246,0.043039,0.057889,0.232373,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.080778,0.000000,0.838701
756,12.613,640.00,600.63,-0.128168,0.066653,0.060235,0.232052,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.082204,0.000000,0.838701
762,12.713,640.00,603.15,-0.121488,0.063912,0.060984,0.232962,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.078154,0.000000,0.838701
768,12.813,640.00,608.32,-0.125037,0.075541,0.061196,0.233278,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.076745,0.000000,0.838701
774,12.913,640.00,607.27,-0.124782,0.073642,0.061459,0.233172,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.077218,0.000000,0.838701
780,13.013,640.00,613.87,-0.066498,0.025677,0.055398,0.239217,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.050294,0.000000,0.838701
786,13.113,640.00,611.19,-0.078304,0.033285,0.052472,0.237827,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.056485,0.000000,0.838701
792,13.213,640.00,606.89,-0.086990,0.035248,0.051717,0.236519,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.062312,0.000000,0.838701
798,13.313,640.00,611.57,-0.098988,0.054566,0.051693,0.236016,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.064549,0.000000,0.838701
804,13.413,640.00,613.36,-0.101566,0.059935,0.051689,0.236004,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.064604,0.000000,0.838701
810,13.514,640.00,613.01,-0.102948,0.060779,0.051857,0.235838,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.065345,0.000000,0.838701
816,13.614,640.00,618.82,-0.109087,0.075991,0.051812,0.235999,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.064625,0.000000,0.838701
822,13.714,640.00,621.16,-0.114868,0.085433,0.052018,0.235768,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.065656,0.000000,0.838701
828,13.814,640.00,618.94,-0.116873,0.083974,0.052634,0.235316,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.067670,0.000000,0.838701
834,13.914,640.00,617.76,-0.115741,0.080997,0.053123,0.235272,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.7829,-0.067863,0.000000,0.838701
840,14.014,640.00,615.57,-0.113001,0.074823,0.053200,0.235538,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.067969,0.000000,0.817745
846,14.114,640.00,615.81,-0.116010,0.078212,0.053499,0.235302,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.069040,0.000000,0.817745
852,14.214,640.00,613.60,-0.116185,0.074928,0.054007,0.235020,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.070320,0.000000,0.817745
858,14.314,640.00,615.48,-0.117268,0.078963,0.054235,0.235152,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.069721,0.000000,0.817745
864,14.414,640.00,612.61,-0.116547,0.073746,0.054692,0.234869,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.071006,0.000000,0.817745
870,14.514,640.00,605.59,-0.109175,0.055414,0.055224,0.234674,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.071893,0.000000,0.817745
876,14.615,640.00,608.94,-0.111716,0.063178,0.055421,0.234852,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.071081,0.000000,0.817745
882,14.715,640.00,612.04,-0.116699,0.073005,0.055632,0.234787,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.071379,0.000000,0.817745
888,14.815,640.00,609.18,-0.108905,0.060746,0.055429,0.235129,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.069824,0.000000,0.817745
894,14.915,640.00,611.38,-0.109984,0.065269,0.055107,0.235300,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.069050,0.000000,0.817745
900,15.015,640.00,614.98,-0.108197,0.069107,0.054263,0.235891,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.066366,0.000000,0.817745
906,15.115,640.00,616.47,-0.110070,0.073300,0.053642,0.235905,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.066304,0.000000,0.817745
912,15.215,640.00,614.41,-0.110873,0.070886,0.053524,0.235586,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.067751,0.000000,0.817745
918,15.315,640.00,611.61,-0.108795,0.064436,0.053599,0.235432,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.068450,0.000000,0.817745
924,15.415,640.00,603.69,-0.096687,0.039945,0.053536,0.235544,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.067941,0.000000,0.817745
930,15.515,640.00,600.61,-0.093458,0.031912,0.053580,0.235458,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.068331,0.000000,0.817745
936,15.616,640.00,596.43,-0.096999,0.028919,0.054455,0.234642,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.072034,0.000000,0.817745
942,15.716,640.00,593.88,-0.098438,0.026383,0.055533,0.234209,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.074001,0.000000,0.817745
948,15.816,640.00,596.01,-0.107373,0.038638,0.056858,0.233678,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.076413,0.000000,0.817745
954,15.916,640.00,596.57,-0.121490,0.053629,0.059028,0.232502,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,29.5854,-0.081754,0.000000,0.817745
960,16.016,640.00,591.71,-0.137183,0.061736,0.062771,0.230393,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.090686,0.000000,0.825404
966,16.116,640.00,593.05,-0.157911,0.084550,0.067200,0.228716,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.098248,0.000000,0.825404
972,16.216,640.00,591.28,-0.149687,0.073555,0.069857,0.229230,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.095928,0.000000,0.825404
978,16.316,640.00,588.40,-0.169296,0.088679,0.073929,0.227142,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.105341,0.000000,0.825404
984,16.416,640.00,586.00,-0.181886,0.097515,0.078316,0.225733,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.111691,0.000000,0.825404
990,16.517,640.00,589.72,-0.174252,0.095684,0.080310,0.226861,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.106606,0.000000,0.825404
996,16.617,640.00,589.66,-0.161942,0.083291,0.080622,0.227947,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.101711,0.000000,0.825404
1002,16.717,640.00,588.16,-0.175359,0.094352,0.082267,0.226574,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.107903,0.000000,0.825404
1008,16.817,640.00,592.89,-0.153193,0.079583,0.080824,0.229115,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.096448,0.000000,0.825404
1014,16.917,640.00,595.67,-0.145875,0.076612,0.078765,0.230102,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.091999,0.000000,0.825404
1020,17.017,640.00,599.04,-0.137522,0.073517,0.076094,0.231251,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.086817,0.000000,0.825404
1026,17.117,640.00,598.26,-0.129922,0.064709,0.073571,0.231832,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.084200,0.000000,0.825404
1032,17.217,640.00,600.53,-0.117941,0.056262,0.070372,0.233169,0.999376,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.078170,0.000000,0.825404
1038,17.317,640.00,602.75,-0.108287,0.050080,0.066904,0.234295,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.073094,0.000000,0.825404
1044,17.417,640.00,603.63,-0.106599,0.049765,0.064142,0.234552,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.071938,0.000000,0.825404
1050,17.518,640.00,600.83,-0.110717,0.049514,0.062882,0.233847,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.075114,0.000000,0.825404
1056,17.618,640.00,603.08,-0.105753,0.048072,0.061236,0.234561,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.071896,0.000000,0.825404
1062,17.718,640.00,598.96,-0.084546,0.020426,0.058623,0.235943,0.988906,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.065667,0.000000,0.825404
1068,17.818,640.00,627.09,0.012908,-0.033077,0.042209,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,-0.011303,0.000000,0.825404
1074,17.918,640.00,642.68,0.076413,-0.072229,0.030390,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0231,0.022623,0.000000,0.825404
1080,18.018,640.00,628.15,-0.001128,-0.017381,0.021881,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,-0.016336,0.000000,0.825324
1086,18.118,640.00,612.63,-0.056810,0.014041,0.026028,0.240062,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,-0.047099,0.000000,0.825324
1092,18.218,640.00,599.79,-0.066828,0.004005,0.031543,0.237617,0.995686,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,-0.058125,0.000000,0.825324
1098,18.318,640.00,617.20,0.008699,-0.044319,0.022711,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,-0.018394,0.000000,0.825324
1104,18.418,640.00,630.43,0.065175,-0.080124,0.016352,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,0.011431,0.000000,0.825324
1110,18.518,640.00,640.44,0.099840,-0.099147,0.011773,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,0.030772,0.000000,0.825324
1116,18.619,640.00,625.18,0.021507,-0.044661,0.008477,0.250000,0.999627,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,-0.008908,0.000000,0.825324
1122,18.719,640.00,630.57,0.069152,-0.083888,0.006103,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,0.013096,0.000000,0.825324
1128,18.819,640.00,635.51,0.097063,-0.104079,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,0.026963,0.000000,0.825324
1134,18.919,640.00,636.70,0.119853,-0.125014,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,0.036728,0.000000,0.825324
1140,19.019,640.00,637.10,0.127369,-0.131905,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,0.039953,0.000000,0.825324
1146,19.119,640.00,636.87,0.120276,-0.125171,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,0.036991,0.000000,0.825324
1152,19.219,640.00,636.20,0.128485,-0.134419,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,0.039910,0.000000,0.825324
1158,19.319,640.00,632.14,0.126291,-0.138575,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,0.036810,0.000000,0.825324
1164,19.419,640.00,636.42,0.115421,-0.121021,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,0.034802,0.000000,0.825324
1170,19.520,640.00,601.98,-0.014968,-0.044443,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,-0.036188,0.000000,0.825324
1176,19.620,640.00,606.37,-0.027785,-0.024768,0.000000,0.250000,0.550000,GO STRAIGHT,1,0,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,-0.038914,0.000000,0.825324
1182,19.720,640.00,582.75,-0.081722,-0.007728,0.016306,0.234228,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,-0.073403,0.000000,0.825324
1188,19.820,640.00,596.66,-0.028312,-0.039400,0.011740,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,-0.044431,0.000000,0.825324
1194,19.920,640.00,610.36,0.015162,-0.061478,0.008453,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,30.0185,-0.019553,0.000000,0.825324
1200,20.020,640.00,619.49,0.034793,-0.066834,0.006086,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.006704,0.000000,0.789291
1206,20.120,640.00,594.40,-0.046612,-0.024634,0.015605,0.239144,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.052988,0.000000,0.789291
1212,20.220,640.00,600.86,0.004894,-0.066044,0.011236,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.028851,0.000000,0.789291
1218,20.320,640.00,606.99,0.038144,-0.089718,0.008090,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.012200,0.000000,0.789291
1224,20.420,640.00,609.88,0.059495,-0.106552,0.005825,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.002078,0.000000,0.789291
1230,20.521,640.00,606.32,0.081056,-0.133675,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,0.004599,0.000000,0.789291
1236,20.621,640.00,605.28,0.096323,-0.150568,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,0.010137,0.000000,0.789291
1242,20.721,640.00,604.65,0.108734,-0.163962,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,0.014757,0.000000,0.789291
1248,20.821,640.00,611.69,0.088786,-0.133019,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,0.010626,0.000000,0.789291
1254,20.921,640.00,608.48,0.091763,-0.141012,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,0.010061,0.000000,0.789291
1260,21.021,640.00,612.56,0.068401,-0.111276,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,0.002947,0.000000,0.789291
1266,21.121,640.00,613.12,0.064100,-0.106105,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,0.001532,0.000000,0.789291
1272,21.221,640.00,615.62,0.048795,-0.086890,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.003222,0.000000,0.789291
1278,21.321,640.00,616.62,0.033754,-0.070291,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.008693,0.000000,0.789291
1284,21.421,640.00,613.59,0.048800,-0.090062,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.004328,0.000000,0.789291
1290,21.521,640.00,612.93,0.029012,-0.071314,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.012607,0.000000,0.789291
1296,21.622,640.00,615.49,0.032871,-0.071169,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.009663,0.000000,0.789291
1302,21.722,640.00,616.26,0.031113,-0.068209,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.009945,0.000000,0.789291
1308,21.822,640.00,621.06,0.037289,-0.066886,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.004850,0.000000,0.789291
1314,21.922,640.00,627.03,0.037615,-0.057888,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,27.9595,-0.001456,0.000000,0.789291
1320,22.022,640.00,625.84,0.034451,-0.056580,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.003371,0.000000,0.749898
1326,22.122,640.00,624.45,0.019274,-0.043570,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.010200,0.000000,0.749898
1332,22.222,640.00,624.22,0.028929,-0.053593,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.006467,0.000000,0.749898
1338,22.322,640.00,624.52,0.025437,-0.049618,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.007695,0.000000,0.749898
1344,22.422,640.00,620.21,0.015234,-0.046159,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.014137,0.000000,0.749898
1350,22.523,640.00,624.92,0.017466,-0.041034,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.010669,0.000000,0.749898
1356,22.623,640.00,621.02,0.021052,-0.050705,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.011364,0.000000,0.749898
1362,22.723,640.00,619.97,0.025526,-0.056826,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.010151,0.000000,0.749898
1368,22.823,640.00,616.40,0.036359,-0.073235,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.007769,0.000000,0.749898
1374,22.923,640.00,612.31,0.038447,-0.081720,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.009173,0.000000,0.749898
1380,23.023,640.00,609.77,0.047538,-0.094778,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.006925,0.000000,0.749898
1386,23.123,640.00,602.31,0.061020,-0.119910,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.005610,0.000000,0.749898
1392,23.223,640.00,601.88,0.039763,-0.099328,0.000000,0.250000,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0009.jpg,9,50.10225304,14.39250912,310.69,25.7085,-0.014349,0.000000,0.749898
