frame_index,timestamp_s,camera_center_x_px,path_center_x_px,lateral_error,heading_error,angular_z_rad_s,linear_x_m_s,confidence,instruction,left_boundary_detected,right_boundary_detected,control_source,reference_filename,reference_match_index,reference_latitude,reference_longitude,reference_heading_deg,reference_vpr_score,reference_alignment_error,route_turn_error,reference_confidence
3438,57.357,640.00,616.43,-0.039460,0.002633,0.044818,0.238323,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,26.2466,-0.065641,0.000000,0.759316
3444,57.457,640.00,614.70,-0.029352,-0.010173,0.043674,0.238969,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,26.2466,-0.062541,0.000000,0.759316
3450,57.558,640.00,610.81,-0.021114,-0.024488,0.042598,0.239212,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,26.2466,-0.061373,0.000000,0.759316
3456,57.658,640.00,606.20,-0.012771,-0.040037,0.041648,0.239382,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,26.2466,-0.060558,0.000000,0.759316
3462,57.758,640.00,606.37,-0.015452,-0.037098,0.041176,0.239177,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,26.2466,-0.061541,0.000000,0.759316
3468,57.858,640.00,600.11,-0.011951,-0.050381,0.041272,0.238756,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,26.2466,-0.063563,0.000000,0.759316
3474,57.958,640.00,596.50,-0.020225,-0.047748,0.042479,0.237654,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,26.2466,-0.068848,0.000000,0.759316
3480,58.058,640.00,592.24,-0.012338,-0.062293,0.042815,0.238170,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.068023,0.000000,0.734420
3486,58.158,640.00,592.90,-0.019729,-0.053869,0.043603,0.237643,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.070618,0.000000,0.734420
3492,58.258,640.00,596.71,-0.025367,-0.042269,0.044205,0.237608,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.070787,0.000000,0.734420
3498,58.358,640.00,599.32,-0.030517,-0.033048,0.044772,0.237479,1.000000,GO STRAIGHT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.071422,0.000000,0.734420
3504,58.458,640.00,600.48,-0.045679,-0.016070,0.046322,0.236375,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.076851,0.000000,0.734420
3510,58.559,640.00,601.16,-0.048501,-0.012192,0.047598,0.236221,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.077611,0.000000,0.734420
3516,58.659,640.00,603.96,-0.072163,0.015844,0.050184,0.234607,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.085544,0.000000,0.734420
3522,58.759,640.00,599.80,-0.063245,0.000430,0.051774,0.234870,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.084250,0.000000,0.734420
3528,58.859,640.00,594.82,-0.053465,-0.017135,0.052669,0.235112,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.083063,0.000000,0.734420
3534,58.959,640.00,592.71,-0.042882,-0.031012,0.052666,0.235738,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.079983,0.000000,0.734420
3540,59.059,640.00,591.42,-0.047028,-0.028879,0.053161,0.235258,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.082346,0.000000,0.734420
3546,59.159,640.00,587.00,-0.043770,-0.039041,0.053751,0.235031,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.083459,0.000000,0.734420
3552,59.259,640.00,583.23,-0.037047,-0.051662,0.054045,0.235158,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.082834,0.000000,0.734420
3558,59.359,640.00,582.87,-0.051322,-0.037951,0.055498,0.233957,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.088742,0.000000,0.734420
3564,59.459,640.00,582.23,-0.050046,-0.040214,0.056510,0.233991,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.088576,0.000000,0.734420
3570,59.559,640.00,586.28,-0.045882,-0.038051,0.056422,0.234780,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.084697,0.000000,0.734420
3576,59.660,640.00,584.48,-0.046052,-0.040690,0.056581,0.234566,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.085748,0.000000,0.734420
3582,59.760,640.00,583.51,-0.050187,-0.038085,0.057155,0.234121,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.087937,0.000000,0.734420
3588,59.860,640.00,581.59,-0.048315,-0.042955,0.057631,0.234060,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.088238,0.000000,0.734420
3594,59.960,640.00,584.48,-0.052564,-0.034183,0.057999,0.234036,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0021.jpg,21,50.10260777,14.39186595,310.69,24.8240,-0.088354,0.000000,0.734420
3600,60.060,640.00,582.97,-0.058613,-0.030502,0.059556,0.232786,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.092195,0.000000,0.761170
3606,60.160,640.00,581.66,-0.058320,-0.032833,0.060805,0.232662,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.092791,0.000000,0.761170
3612,60.260,640.00,578.73,-0.092552,-0.003190,0.065007,0.229468,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.108090,0.000000,0.761170
3618,60.360,640.00,581.08,-0.106081,0.014014,0.068923,0.228606,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.112215,0.000000,0.761170
3624,60.460,640.00,578.70,-0.132296,0.036520,0.074286,0.226146,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.124000,0.000000,0.761170
3630,60.560,640.00,582.49,-0.125778,0.035926,0.077137,0.227123,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.119319,0.000000,0.761170
3636,60.661,640.00,578.14,-0.115306,0.018650,0.078800,0.227501,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.117511,0.000000,0.761170
3642,60.761,640.00,576.90,-0.144353,0.045756,0.082651,0.224933,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.129810,0.000000,0.761170
3648,60.861,640.00,573.35,-0.136147,0.032012,0.085134,0.225214,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.128466,0.000000,0.761170
3654,60.961,640.00,568.91,-0.110922,-0.000148,0.085268,0.226813,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.120803,0.000000,0.761170
3660,61.061,640.00,571.31,-0.119693,0.012360,0.085840,0.226354,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.123004,0.000000,0.761170
3666,61.161,640.00,567.40,-0.105662,-0.007772,0.085500,0.227080,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.119526,0.000000,0.761170
3672,61.261,640.00,570.35,-0.111730,0.002895,0.085433,0.226909,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.120343,0.000000,0.761170
3678,61.361,640.00,564.37,-0.086857,-0.031322,0.083942,0.228304,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.113665,0.000000,0.761170
3684,61.461,640.00,561.58,-0.074055,-0.048481,0.082093,0.229054,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.110069,0.000000,0.761170
3690,61.562,640.00,556.43,-0.066677,-0.063902,0.080732,0.229083,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.109933,0.000000,0.761170
3696,61.662,640.00,552.95,-0.053401,-0.082620,0.079017,0.229794,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.106527,0.000000,0.761170
3702,61.762,640.00,556.81,-0.059121,-0.070866,0.077821,0.229757,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.106704,0.000000,0.761170
3708,61.862,640.00,553.01,-0.053414,-0.082509,0.076915,0.229800,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.106498,0.000000,0.761170
3714,61.962,640.00,553.03,-0.049499,-0.086386,0.075922,0.230130,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.3526,-0.104919,0.000000,0.761170
3720,62.062,640.00,551.15,-0.046093,-0.092737,0.075278,0.230061,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.104587,0.000000,0.767675
3726,62.162,640.00,553.41,-0.042406,-0.092897,0.074226,0.230630,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.101878,0.000000,0.767675
3732,62.262,640.00,554.28,-0.034705,-0.099239,0.072696,0.231377,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.098321,0.000000,0.767675
3738,62.362,640.00,556.40,-0.035860,-0.094768,0.071442,0.231524,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.097623,0.000000,0.767675
3744,62.462,640.00,554.06,-0.025772,-0.108510,0.069942,0.232103,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.094867,0.000000,0.767675
3750,62.562,640.00,552.58,-0.025087,-0.111508,0.068977,0.231990,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.095402,0.000000,0.767675
3756,62.663,640.00,555.16,-0.036286,-0.096270,0.068949,0.231346,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.098469,0.000000,0.767675
3762,62.763,640.00,554.83,-0.042070,-0.091004,0.069470,0.230822,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.100964,0.000000,0.767675
3768,62.863,640.00,559.85,-0.048996,-0.076232,0.069851,0.230817,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.100988,0.000000,0.767675
3774,62.963,640.00,563.90,-0.061330,-0.057571,0.070716,0.230246,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.103707,0.000000,0.767675
3780,63.063,640.00,561.33,-0.045551,-0.077374,0.070273,0.231276,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.098804,0.000000,0.767675
3786,63.163,640.00,561.93,-0.043063,-0.078921,0.069667,0.231554,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.097479,0.000000,0.767675
3792,63.263,640.00,561.46,-0.041852,-0.080865,0.069181,0.231602,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.097251,0.000000,0.767675
3798,63.363,640.00,564.35,-0.046468,-0.071730,0.068889,0.231546,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.097516,0.000000,0.767675
3804,63.463,640.00,557.68,-0.047006,-0.081625,0.069518,0.230734,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.101383,0.000000,0.767675
3810,63.563,640.00,564.52,-0.055870,-0.062070,0.069929,0.230775,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.101187,0.000000,0.767675
3816,63.664,640.00,557.28,-0.053222,-0.076023,0.070853,0.230166,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.104084,0.000000,0.767675
3822,63.764,640.00,563.36,-0.063060,-0.056697,0.071653,0.230037,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.104698,0.000000,0.767675
3828,63.864,640.00,562.81,-0.058373,-0.062241,0.071886,0.230368,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.103123,0.000000,0.767675
3834,63.964,640.00,571.04,-0.078675,-0.029073,0.072840,0.229608,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,26.7243,-0.106741,0.000000,0.767675
3840,64.064,640.00,576.78,-0.086021,-0.012759,0.075713,0.227494,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.106541,0.000000,0.867308
3846,64.164,640.00,576.92,-0.077720,-0.020849,0.076973,0.228276,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.103147,0.000000,0.867308
3852,64.264,640.00,571.28,-0.065281,-0.042101,0.077430,0.228711,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.101256,0.000000,0.867308
3858,64.364,640.00,568.54,-0.064263,-0.047393,0.078018,0.228461,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.102344,0.000000,0.867308
3864,64.464,640.00,562.17,-0.060026,-0.061589,0.078868,0.228048,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.104135,0.000000,0.867308
3870,64.564,640.00,559.47,-0.060653,-0.065178,0.079891,0.227651,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.105861,0.000000,0.867308
3876,64.665,640.00,559.94,-0.063317,-0.061770,0.080819,0.227465,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.106667,0.000000,0.867308
3882,64.765,640.00,556.63,-0.061542,-0.068726,0.081750,0.227211,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.107770,0.000000,0.867308
3888,64.865,640.00,552.96,-0.060504,-0.075500,0.082800,0.226844,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.109362,0.000000,0.867308
3894,64.965,640.00,555.23,-0.066159,-0.066293,0.083798,0.226609,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.110382,0.000000,0.867308
3900,65.065,640.00,561.25,-0.073913,-0.049129,0.084471,0.226653,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.110190,0.000000,0.867308
3906,65.165,640.00,562.56,-0.074606,-0.046388,0.084851,0.226755,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.109750,0.000000,0.867308
3912,65.265,640.00,560.54,-0.079291,-0.044859,0.085834,0.226069,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.112728,0.000000,0.867308
3918,65.365,640.00,555.88,-0.074284,-0.057155,0.086672,0.225942,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.113277,0.000000,0.867308
3924,65.465,640.00,551.10,-0.061843,-0.077056,0.086713,0.226487,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.110912,0.000000,0.867308
3930,65.566,640.00,546.89,-0.061313,-0.084168,0.087240,0.226005,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.113003,0.000000,0.867308
3936,65.666,640.00,544.03,-0.062286,-0.087673,0.088085,0.225555,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.114959,0.000000,0.867308
3942,65.766,640.00,543.02,-0.065926,-0.085612,0.089172,0.225092,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.116968,0.000000,0.867308
3948,65.866,640.00,543.11,-0.076302,-0.075090,0.090931,0.224148,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.121067,0.000000,0.867308
3954,65.966,640.00,539.91,-0.076411,-0.079973,0.092624,0.223735,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,32.4176,-0.122859,0.000000,0.867308
3960,66.066,640.00,537.75,-0.074849,-0.084915,0.093154,0.224402,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.123416,0.000000,0.835592
3966,66.166,640.00,533.88,-0.076437,-0.089383,0.094173,0.223785,0.990675,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.126172,0.000000,0.835592
3972,66.266,640.00,534.90,-0.084456,-0.079768,0.095520,0.223192,0.993799,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.128820,0.000000,0.835592
3978,66.366,640.00,534.80,-0.081378,-0.082998,0.096217,0.223456,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.127643,0.000000,0.835592
3984,66.466,640.00,539.39,-0.088806,-0.068396,0.096825,0.223353,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.128103,0.000000,0.835592
3990,66.567,640.00,544.95,-0.105500,-0.043017,0.098105,0.222538,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.131740,0.000000,0.835592
3996,66.667,640.00,541.63,-0.091028,-0.062679,0.098108,0.223428,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.127768,0.000000,0.835592
4002,66.767,640.00,542.49,-0.081680,-0.070681,0.097135,0.224370,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.123558,0.000000,0.835592
4008,66.867,640.00,548.20,-0.078298,-0.065139,0.095398,0.225373,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.119081,0.000000,0.835592
4014,66.967,640.00,548.03,-0.072606,-0.071104,0.093643,0.225861,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.116900,0.000000,0.835592
4020,67.067,640.00,551.02,-0.073862,-0.065175,0.092116,0.226115,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.115767,0.000000,0.835592
4026,67.167,640.00,552.82,-0.069954,-0.066265,0.090428,0.226685,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.113218,0.000000,0.835592
4032,67.267,640.00,557.24,-0.073306,-0.056013,0.088963,0.226926,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.112143,0.000000,0.835592
4038,67.367,640.00,556.96,-0.060238,-0.069510,0.086733,0.228063,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.107066,0.000000,0.835592
4044,67.467,640.00,556.38,-0.058064,-0.072597,0.085000,0.228186,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.106516,0.000000,0.835592
4050,67.567,640.00,556.67,-0.046350,-0.083860,0.082632,0.229270,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.101673,0.000000,0.835592
4056,67.668,640.00,556.89,-0.051877,-0.077983,0.081409,0.228803,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.103761,0.000000,0.835592
4062,67.768,640.00,559.69,-0.058197,-0.067295,0.080761,0.228579,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.104761,0.000000,0.835592
4068,67.868,640.00,558.39,-0.056096,-0.071423,0.080263,0.228608,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.104629,0.000000,0.835592
4074,67.968,640.00,559.35,-0.050128,-0.075895,0.079232,0.229260,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,30.6053,-0.101718,0.000000,0.835592
4080,68.068,640.00,557.46,-0.043292,-0.085675,0.075991,0.231676,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.100015,0.000000,0.735458
4086,68.168,640.00,555.76,-0.038356,-0.093269,0.073438,0.231888,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.098970,0.000000,0.735458
4092,68.268,640.00,565.34,-0.049527,-0.067130,0.071438,0.232045,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.098200,0.000000,0.735458
4098,68.368,640.00,562.99,-0.038673,-0.081658,0.069355,0.232667,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.095144,0.000000,0.735458
4104,68.468,640.00,563.41,-0.038126,-0.081542,0.067760,0.232759,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.094693,0.000000,0.735458
4110,68.569,640.00,569.37,-0.055987,-0.054373,0.067430,0.231968,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.098580,0.000000,0.735458
4116,68.669,640.00,576.77,-0.094706,-0.004097,0.069600,0.229639,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.110023,0.000000,0.735458
4122,68.769,640.00,574.66,-0.058394,-0.043706,0.068349,0.232360,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.096652,0.000000,0.735458
4128,68.869,640.00,571.12,-0.039906,-0.067726,0.066299,0.233472,0.987220,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.091193,0.000000,0.735458
4134,68.969,640.00,578.03,-0.083975,-0.012849,0.067737,0.230653,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.105038,0.000000,0.735458
4140,69.069,640.00,576.07,-0.057914,-0.041971,0.066804,0.232557,1.000000,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.095685,0.000000,0.735458
4146,69.169,640.00,572.83,-0.041220,-0.063740,0.065100,0.233555,0.998218,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.090784,0.000000,0.735458
4152,69.269,640.00,572.71,-0.030934,-0.074214,0.063022,0.234379,0.980818,TURN LEFT,1,1,STREETVIEW_DB,streetview_0025.jpg,25,50.10272601,14.39165156,310.69,24.8833,-0.086735,0.000000,0.735458
