filename,score,lat,lon,match_index,active_match_index,mixvpr_score,lightweight_score,filter_method,references_before_filtering,references_after_filtering,frame,best_match,confidence,search_start,search_stop,search_candidates,top_candidates
streetview_0033.jpg,33.6259126663208,50.102962495348834,14.391222776744186,33,8,30.23350238800049,62.5,rosa_v1,44,11,frame_00045.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0033.jpg"", ""streetview_0009.jpg"", ""streetview_0021.jpg"", ""streetview_0001.jpg"", ""streetview_0017.jpg""]"
streetview_0033.jpg,24.045710265636444,50.102962495348834,14.391222776744186,33,8,20.149080455303192,77.49999761581421,rosa_v1,44,11,frame_00046.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0009.jpg"", ""streetview_0033.jpg"", ""streetview_0001.jpg"", ""streetview_0013.jpg"", ""streetview_0021.jpg""]"
streetview_0033.jpg,22.89523333311081,50.102962495348834,14.391222776744186,33,8,18.938052654266357,67.5000011920929,rosa_v1,44,11,frame_00047.jpg,streetview_0033.jpg,low,8,9,2,"[""streetview_0037.jpg"", ""streetview_0033.jpg"", ""streetview_0009.jpg"", ""streetview_0013.jpg"", ""streetview_0001.jpg""]"
streetview_0037.jpg,28.742218017578125,50.103080737209304,14.391008386046511,37,9,25.078389048576355,62.5,rosa_v1,44,11,frame_00048.jpg,streetview_0037.jpg,low,8,9,2,"[""streetview_0037.jpg"", ""streetview_0001.jpg"", ""streetview_0009.jpg"", ""streetview_0013.jpg"", ""streetview_0033.jpg""]"
streetview_0037.jpg,33.411332964897156,50.103080737209304,14.391008386046511,37,9,29.993247985839844,44.999998807907104,rosa_v1,44,11,frame_00049.jpg,streetview_0037.jpg,low,9,10,2,"[""streetview_0037.jpg"", ""streetview_0013.jpg"", ""streetview_0025.jpg"", ""streetview_0017.jpg"", ""streetview_0001.jpg""]"
streetview_0037.jpg,37.954726815223694,50.103080737209304,14.391008386046511,37,9,34.77576971054077,87.49999403953552,rosa_v1,44,11,frame_00050.jpg,streetview_0037.jpg,accepted,9,10,2,"[""streetview_0037.jpg"", ""streetview_0013.jpg"", ""streetview_0025.jpg"", ""streetview_0041.jpg"", ""streetview_0017.jpg""]"
streetview_0037.jpg,38.553452491760254,50.103080737209304,14.391008386046511,37,9,35.40600538253784,50.0,rosa_v1,44,11,frame_00051.jpg,streetview_0037.jpg,accepted,9,10,2,"[""streetview_0037.jpg"", ""streetview_0013.jpg"", ""streetview_0041.jpg"", ""streetview_0025.jpg"", ""streetview_0017.jpg""]"
streetview_0037.jpg,36.72894239425659,50.103080737209304,14.391008386046511,37,9,33.48546922206879,50.0,rosa_v1,44,11,frame_00052.jpg,streetview_0037.jpg,accepted,9,10,2,"[""streetview_0037.jpg"", ""streetview_0013.jpg"", ""streetview_0041.jpg"", ""streetview_0025.jpg"", ""streetview_0017.jpg""]"
streetview_0037.jpg,27.61073112487793,50.103080737209304,14.391008386046511,37,9,23.887352645397186,65.00000357627869,rosa_v1,44,11,frame_00053.jpg,streetview_0037.jpg,low,9,10,2,"[""streetview_0041.jpg"", ""streetview_0037.jpg"", ""streetview_0013.jpg"", ""streetview_0017.jpg"", ""streetview_0025.jpg""]"
streetview_0041.jpg,30.85644543170929,50.10319897906977,14.390793995348837,41,10,27.282732725143433,100.0,rosa_v1,44,11,frame_00054.jpg,streetview_0041.jpg,low,9,10,2,"[""streetview_0041.jpg"", ""streetview_0037.jpg"", ""streetview_0017.jpg"", ""streetview_0013.jpg"", ""streetview_0005.jpg""]"
streetview_0041.jpg,30.758994817733765,50.10319897906977,14.390793995348837,41,10,27.180153131484985,100.0,rosa_v1,44,11,frame_00055.jpg,streetview_0041.jpg,low,10,10,1,"[""streetview_0041.jpg"", ""streetview_0017.jpg"", ""streetview_0037.jpg"", ""streetview_0013.jpg"", ""streetview_0001.jpg""]"
streetview_0041.jpg,32.285988330841064,50.10319897906977,14.390793995348837,41,10,28.787517547607422,100.0,rosa_v1,44,11,frame_00056.jpg,streetview_0041.jpg,low,10,10,1,"[""streetview_0041.jpg"", ""streetview_0013.jpg"", ""streetview_0037.jpg"", ""streetview_0001.jpg"", ""streetview_0033.jpg""]"
streetview_0041.jpg,40.37237465381622,50.10319897906977,14.390793995348837,41,10,37.29950189590454,82.4999988079071,rosa_v1,44,11,frame_00057.jpg,streetview_0041.jpg,accepted,10,10,1,"[""streetview_0041.jpg"", ""streetview_0029.jpg"", ""streetview_0037.jpg"", ""streetview_0013.jpg"", ""streetview_0005.jpg""]"
streetview_0041.jpg,39.04520571231842,50.10319897906977,14.390793995348837,41,10,35.90248227119446,77.49999761581421,rosa_v1,44,11,frame_00058.jpg,streetview_0041.jpg,accepted,10,10,1,"[""streetview_0041.jpg"", ""streetview_0017.jpg"", ""streetview_0029.jpg"", ""streetview_0013.jpg"", ""streetview_0001.jpg""]"
